,Year,District Code,District Name,Neighborhood Code,Neighborhood Name,Gender,Immigrants,Emigrants
0,2017,1,Ciutat Vella,1,el Raval,Male,3063,1195
1,2017,1,Ciutat Vella,2,el Barri Gòtic,Male,1499,427
2,2017,1,Ciutat Vella,3,la Barceloneta,Male,910,361
3,2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,1438,502
4,2017,2,Eixample,5,el Fort Pienc,Male,1082,495
5,2017,2,Eixample,6,la Sagrada Família,Male,1693,796
6,2017,2,Eixample,7,la Dreta de l'Eixample,Male,1543,666
7,2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,1693,702
8,2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,1927,925
9,2017,2,Eixample,10,Sant Antoni,Male,1253,632
10,2017,3,Sants-Montjuïc,11,el Poble Sec,Male,1595,887
11,2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,17,22
12,2017,3,Sants-Montjuïc,13,la Marina de Port,Male,724,516
13,2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,351,193
14,2017,3,Sants-Montjuïc,15,Hostafrancs,Male,584,319
15,2017,3,Sants-Montjuïc,16,la Bordeta,Male,471,329
16,2017,3,Sants-Montjuïc,17,Sants - Badal,Male,703,475
17,2017,3,Sants-Montjuïc,18,Sants,Male,1407,789
18,2017,4,Les Corts,19,les Corts,Male,1054,651
19,2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,608,415
20,2017,4,Les Corts,21,Pedralbes,Male,367,189
21,2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,89,67
22,2017,5,Sarrià-Sant Gervasi,23,Sarrià,Male,606,318
23,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,337,183
24,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,531,299
25,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,1092,598
26,2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,733,396
27,2017,6,Gràcia,28,Vallcarca i els Penitents,Male,355,229
28,2017,6,Gràcia,29,el Coll,Male,166,102
29,2017,6,Gràcia,30,la Salut,Male,382,184
30,2017,6,Gràcia,31,la Vila de Gràcia,Male,1623,792
31,2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,833,457
32,2017,7,Horta-Guinardó,33,el Baix Guinardó,Male,620,371
33,2017,7,Horta-Guinardó,34,Can Baró,Male,240,135
34,2017,7,Horta-Guinardó,35,el Guinardó,Male,874,524
35,2017,7,Horta-Guinardó,36,la Font d'en Fargues,Male,121,97
36,2017,7,Horta-Guinardó,37,el Carmel,Male,671,461
37,2017,7,Horta-Guinardó,38,la Teixonera,Male,246,186
38,2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,213,98
39,2017,7,Horta-Guinardó,40,Montbau,Male,129,87
40,2017,7,Horta-Guinardó,41,la Vall d'Hebron,Male,92,61
41,2017,7,Horta-Guinardó,42,la Clota,Male,18,6
42,2017,7,Horta-Guinardó,43,Horta,Male,521,329
43,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,509,336
44,2017,8,Nou Barris,45,Porta,Male,647,369
45,2017,8,Nou Barris,46,el Turó de la Peira,Male,409,221
46,2017,8,Nou Barris,47,Can Peguera,Male,26,27
47,2017,8,Nou Barris,48,la Guineueta,Male,218,156
48,2017,8,Nou Barris,49,Canyelles,Male,62,60
49,2017,8,Nou Barris,50,les Roquetes,Male,413,253
50,2017,8,Nou Barris,51,Verdun,Male,305,203
51,2017,8,Nou Barris,52,la Prosperitat,Male,571,342
52,2017,8,Nou Barris,53,la Trinitat Nova,Male,221,156
53,2017,8,Nou Barris,54,Torre Baró,Male,53,44
54,2017,8,Nou Barris,55,Ciutat Meridiana,Male,409,230
55,2017,8,Nou Barris,56,Vallbona,Male,31,28
56,2017,9,Sant Andreu,57,la Trinitat Vella,Male,368,237
57,2017,9,Sant Andreu,58,Baró de Viver,Male,47,43
58,2017,9,Sant Andreu,59,el Bon Pastor,Male,307,215
59,2017,9,Sant Andreu,60,Sant Andreu,Male,939,667
60,2017,9,Sant Andreu,61,la Sagrera,Male,643,372
61,2017,9,Sant Andreu,62,el Congrés i els Indians,Male,297,191
62,2017,9,Sant Andreu,63,Navas,Male,501,300
63,2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,1075,595
64,2017,10,Sant Martí,65,el Clot,Male,651,373
65,2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,490,210
66,2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,190,140
67,2017,10,Sant Martí,68,el Poblenou,Male,874,513
68,2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,379,263
69,2017,10,Sant Martí,70,el Besòs i el Maresme,Male,1146,519
70,2017,10,Sant Martí,71,Provençals del Poblenou,Male,469,311
71,2017,10,Sant Martí,72,Sant Martí de Provençals,Male,536,357
72,2017,10,Sant Martí,73,la Verneda i la Pau,Male,602,389
73,2017,1,Ciutat Vella,1,el Raval,Female,2337,910
74,2017,1,Ciutat Vella,2,el Barri Gòtic,Female,1188,353
75,2017,1,Ciutat Vella,3,la Barceloneta,Female,849,353
76,2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,1327,528
77,2017,2,Eixample,5,el Fort Pienc,Female,1155,586
78,2017,2,Eixample,6,la Sagrada Família,Female,1898,890
79,2017,2,Eixample,7,la Dreta de l'Eixample,Female,1657,803
80,2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,1774,672
81,2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,2135,1034
82,2017,2,Eixample,10,Sant Antoni,Female,1237,682
83,2017,3,Sants-Montjuïc,11,el Poble Sec,Female,1492,790
84,2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,15,20
85,2017,3,Sants-Montjuïc,13,la Marina de Port,Female,775,511
86,2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,295,200
87,2017,3,Sants-Montjuïc,15,Hostafrancs,Female,575,330
88,2017,3,Sants-Montjuïc,16,la Bordeta,Female,474,353
89,2017,3,Sants-Montjuïc,17,Sants - Badal,Female,773,539
90,2017,3,Sants-Montjuïc,18,Sants,Female,1432,863
91,2017,4,Les Corts,19,les Corts,Female,1222,728
92,2017,4,Les Corts,20,la Maternitat i Sant Ramon,Female,727,484
93,2017,4,Les Corts,21,Pedralbes,Female,397,192
94,2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,98,76
95,2017,5,Sarrià-Sant Gervasi,23,Sarrià,Female,602,379
96,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,365,222
97,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,650,334
98,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,1342,680
99,2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,782,485
100,2017,6,Gràcia,28,Vallcarca i els Penitents,Female,417,261
101,2017,6,Gràcia,29,el Coll,Female,206,105
102,2017,6,Gràcia,30,la Salut,Female,350,202
103,2017,6,Gràcia,31,la Vila de Gràcia,Female,1964,933
104,2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,958,542
105,2017,7,Horta-Guinardó,33,el Baix Guinardó,Female,665,385
106,2017,7,Horta-Guinardó,34,Can Baró,Female,233,155
107,2017,7,Horta-Guinardó,35,el Guinardó,Female,963,561
108,2017,7,Horta-Guinardó,36,la Font d'en Fargues,Female,162,100
109,2017,7,Horta-Guinardó,37,el Carmel,Female,743,500
110,2017,7,Horta-Guinardó,38,la Teixonera,Female,266,189
111,2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,173,111
112,2017,7,Horta-Guinardó,40,Montbau,Female,127,82
113,2017,7,Horta-Guinardó,41,la Vall d'Hebron,Female,95,59
114,2017,7,Horta-Guinardó,42,la Clota,Female,21,9
115,2017,7,Horta-Guinardó,43,Horta,Female,606,354
116,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,547,372
117,2017,8,Nou Barris,45,Porta,Female,751,371
118,2017,8,Nou Barris,46,el Turó de la Peira,Female,469,263
119,2017,8,Nou Barris,47,Can Peguera,Female,31,28
120,2017,8,Nou Barris,48,la Guineueta,Female,275,207
121,2017,8,Nou Barris,49,Canyelles,Female,78,55
122,2017,8,Nou Barris,50,les Roquetes,Female,507,302
123,2017,8,Nou Barris,51,Verdun,Female,361,201
124,2017,8,Nou Barris,52,la Prosperitat,Female,635,379
125,2017,8,Nou Barris,53,la Trinitat Nova,Female,237,167
126,2017,8,Nou Barris,54,Torre Baró,Female,42,51
127,2017,8,Nou Barris,55,Ciutat Meridiana,Female,429,204
128,2017,8,Nou Barris,56,Vallbona,Female,38,36
129,2017,9,Sant Andreu,57,la Trinitat Vella,Female,307,223
130,2017,9,Sant Andreu,58,Baró de Viver,Female,45,46
131,2017,9,Sant Andreu,59,el Bon Pastor,Female,351,192
132,2017,9,Sant Andreu,60,Sant Andreu,Female,1026,739
133,2017,9,Sant Andreu,61,la Sagrera,Female,711,461
134,2017,9,Sant Andreu,62,el Congrés i els Indians,Female,306,205
135,2017,9,Sant Andreu,63,Navas,Female,487,323
136,2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,1126,675
137,2017,10,Sant Martí,65,el Clot,Female,651,374
138,2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,469,226
139,2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,220,128
140,2017,10,Sant Martí,68,el Poblenou,Female,891,506
141,2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,401,223
142,2017,10,Sant Martí,70,el Besòs i el Maresme,Female,870,470
143,2017,10,Sant Martí,71,Provençals del Poblenou,Female,505,306
144,2017,10,Sant Martí,72,Sant Martí de Provençals,Female,537,363
145,2017,10,Sant Martí,73,la Verneda i la Pau,Female,638,421
146,2016,1,Ciutat Vella,1,el Raval,Male,2819,1268
147,2016,1,Ciutat Vella,2,el Barri Gòtic,Male,1135,428
148,2016,1,Ciutat Vella,3,la Barceloneta,Male,785,352
149,2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,1210,498
150,2016,2,Eixample,5,el Fort Pienc,Male,962,482
151,2016,2,Eixample,6,la Sagrada Família,Male,1472,771
152,2016,2,Eixample,7,la Dreta de l'Eixample,Male,1367,657
153,2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,1412,621
154,2016,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,1667,859
155,2016,2,Eixample,10,Sant Antoni,Male,1067,576
156,2016,3,Sants-Montjuïc,11,el Poble Sec,Male,1439,833
157,2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,18,22
158,2016,3,Sants-Montjuïc,13,la Marina de Port,Male,622,513
159,2016,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,302,193
160,2016,3,Sants-Montjuïc,15,Hostafrancs,Male,518,329
161,2016,3,Sants-Montjuïc,16,la Bordeta,Male,442,309
162,2016,3,Sants-Montjuïc,17,Sants - Badal,Male,642,499
163,2016,3,Sants-Montjuïc,18,Sants,Male,1121,754
164,2016,4,Les Corts,19,les Corts,Male,977,666
165,2016,4,Les Corts,20,la Maternitat i Sant Ramon,Male,588,372
166,2016,4,Les Corts,21,Pedralbes,Male,369,180
167,2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,75,67
168,2016,5,Sarrià-Sant Gervasi,23,Sarrià,Male,542,345
169,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,264,191
170,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,526,309
171,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,1041,565
172,2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,580,423
173,2016,6,Gràcia,28,Vallcarca i els Penitents,Male,325,220
174,2016,6,Gràcia,29,el Coll,Male,161,117
175,2016,6,Gràcia,30,la Salut,Male,304,171
176,2016,6,Gràcia,31,la Vila de Gràcia,Male,1405,767
177,2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,702,427
178,2016,7,Horta-Guinardó,33,el Baix Guinardó,Male,510,349
179,2016,7,Horta-Guinardó,34,Can Baró,Male,174,118
180,2016,7,Horta-Guinardó,35,el Guinardó,Male,774,449
181,2016,7,Horta-Guinardó,36,la Font d'en Fargues,Male,99,109
182,2016,7,Horta-Guinardó,37,el Carmel,Male,555,422
183,2016,7,Horta-Guinardó,38,la Teixonera,Male,268,149
184,2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,177,83
185,2016,7,Horta-Guinardó,40,Montbau,Male,97,60
186,2016,7,Horta-Guinardó,41,la Vall d'Hebron,Male,113,58
187,2016,7,Horta-Guinardó,42,la Clota,Male,8,5
188,2016,7,Horta-Guinardó,43,Horta,Male,463,283
189,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,447,287
190,2016,8,Nou Barris,45,Porta,Male,548,308
191,2016,8,Nou Barris,46,el Turó de la Peira,Male,336,219
192,2016,8,Nou Barris,47,Can Peguera,Male,31,27
193,2016,8,Nou Barris,48,la Guineueta,Male,204,115
194,2016,8,Nou Barris,49,Canyelles,Male,64,83
195,2016,8,Nou Barris,50,les Roquetes,Male,383,221
196,2016,8,Nou Barris,51,Verdun,Male,273,187
197,2016,8,Nou Barris,52,la Prosperitat,Male,475,363
198,2016,8,Nou Barris,53,la Trinitat Nova,Male,171,118
199,2016,8,Nou Barris,54,Torre Baró,Male,55,42
200,2016,8,Nou Barris,55,Ciutat Meridiana,Male,316,204
201,2016,8,Nou Barris,56,Vallbona,Male,37,29
202,2016,9,Sant Andreu,57,la Trinitat Vella,Male,300,227
203,2016,9,Sant Andreu,58,Baró de Viver,Male,40,50
204,2016,9,Sant Andreu,59,el Bon Pastor,Male,251,220
205,2016,9,Sant Andreu,60,Sant Andreu,Male,854,661
206,2016,9,Sant Andreu,61,la Sagrera,Male,533,358
207,2016,9,Sant Andreu,62,el Congrés i els Indians,Male,251,181
208,2016,9,Sant Andreu,63,Navas,Male,443,313
209,2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,920,589
210,2016,10,Sant Martí,65,el Clot,Male,570,373
211,2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,450,226
212,2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,196,116
213,2016,10,Sant Martí,68,el Poblenou,Male,807,473
214,2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,337,192
215,2016,10,Sant Martí,70,el Besòs i el Maresme,Male,871,598
216,2016,10,Sant Martí,71,Provençals del Poblenou,Male,398,313
217,2016,10,Sant Martí,72,Sant Martí de Provençals,Male,502,360
218,2016,10,Sant Martí,73,la Verneda i la Pau,Male,506,384
219,2016,1,Ciutat Vella,1,el Raval,Female,2157,905
220,2016,1,Ciutat Vella,2,el Barri Gòtic,Female,1063,337
221,2016,1,Ciutat Vella,3,la Barceloneta,Female,763,294
222,2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,1167,428
223,2016,2,Eixample,5,el Fort Pienc,Female,1032,500
224,2016,2,Eixample,6,la Sagrada Família,Female,1683,866
225,2016,2,Eixample,7,la Dreta de l'Eixample,Female,1576,764
226,2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,1499,679
227,2016,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,1819,950
228,2016,2,Eixample,10,Sant Antoni,Female,1079,555
229,2016,3,Sants-Montjuïc,11,el Poble Sec,Female,1290,772
230,2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,17,26
231,2016,3,Sants-Montjuïc,13,la Marina de Port,Female,679,510
232,2016,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,298,199
233,2016,3,Sants-Montjuïc,15,Hostafrancs,Female,505,323
234,2016,3,Sants-Montjuïc,16,la Bordeta,Female,445,329
235,2016,3,Sants-Montjuïc,17,Sants - Badal,Female,724,544
236,2016,3,Sants-Montjuïc,18,Sants,Female,1201,770
237,2016,4,Les Corts,19,les Corts,Female,1070,660
238,2016,4,Les Corts,20,la Maternitat i Sant Ramon,Female,622,430
239,2016,4,Les Corts,21,Pedralbes,Female,366,178
240,2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,75,70
241,2016,5,Sarrià-Sant Gervasi,23,Sarrià,Female,589,378
242,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,348,232
243,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,597,364
244,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,1228,665
245,2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,691,485
246,2016,6,Gràcia,28,Vallcarca i els Penitents,Female,354,219
247,2016,6,Gràcia,29,el Coll,Female,171,131
248,2016,6,Gràcia,30,la Salut,Female,305,166
249,2016,6,Gràcia,31,la Vila de Gràcia,Female,1650,848
250,2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,803,469
251,2016,7,Horta-Guinardó,33,el Baix Guinardó,Female,550,365
252,2016,7,Horta-Guinardó,34,Can Baró,Female,200,129
253,2016,7,Horta-Guinardó,35,el Guinardó,Female,852,577
254,2016,7,Horta-Guinardó,36,la Font d'en Fargues,Female,103,108
255,2016,7,Horta-Guinardó,37,el Carmel,Female,598,457
256,2016,7,Horta-Guinardó,38,la Teixonera,Female,268,175
257,2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,170,83
258,2016,7,Horta-Guinardó,40,Montbau,Female,134,64
259,2016,7,Horta-Guinardó,41,la Vall d'Hebron,Female,98,55
260,2016,7,Horta-Guinardó,42,la Clota,Female,15,3
261,2016,7,Horta-Guinardó,43,Horta,Female,506,317
262,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,509,361
263,2016,8,Nou Barris,45,Porta,Female,618,352
264,2016,8,Nou Barris,46,el Turó de la Peira,Female,381,231
265,2016,8,Nou Barris,47,Can Peguera,Female,37,27
266,2016,8,Nou Barris,48,la Guineueta,Female,260,143
267,2016,8,Nou Barris,49,Canyelles,Female,65,79
268,2016,8,Nou Barris,50,les Roquetes,Female,469,303
269,2016,8,Nou Barris,51,Verdun,Female,303,205
270,2016,8,Nou Barris,52,la Prosperitat,Female,624,367
271,2016,8,Nou Barris,53,la Trinitat Nova,Female,174,132
272,2016,8,Nou Barris,54,Torre Baró,Female,70,35
273,2016,8,Nou Barris,55,Ciutat Meridiana,Female,310,188
274,2016,8,Nou Barris,56,Vallbona,Female,28,22
275,2016,9,Sant Andreu,57,la Trinitat Vella,Female,245,170
276,2016,9,Sant Andreu,58,Baró de Viver,Female,44,40
277,2016,9,Sant Andreu,59,el Bon Pastor,Female,233,219
278,2016,9,Sant Andreu,60,Sant Andreu,Female,896,708
279,2016,9,Sant Andreu,61,la Sagrera,Female,646,388
280,2016,9,Sant Andreu,62,el Congrés i els Indians,Female,299,190
281,2016,9,Sant Andreu,63,Navas,Female,470,346
282,2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,974,680
283,2016,10,Sant Martí,65,el Clot,Female,589,379
284,2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,406,236
285,2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,195,104
286,2016,10,Sant Martí,68,el Poblenou,Female,813,483
287,2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,332,193
288,2016,10,Sant Martí,70,el Besòs i el Maresme,Female,704,484
289,2016,10,Sant Martí,71,Provençals del Poblenou,Female,407,320
290,2016,10,Sant Martí,72,Sant Martí de Provençals,Female,535,403
291,2016,10,Sant Martí,73,la Verneda i la Pau,Female,501,396
292,2015,1,Ciutat Vella,1,el Raval,Male,3219,1541
293,2015,1,Ciutat Vella,2,el Barri Gòtic,Male,1164,435
294,2015,1,Ciutat Vella,3,la Barceloneta,Male,808,326
295,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,1302,564
296,2015,2,Eixample,5,el Fort Pienc,Male,999,519
297,2015,2,Eixample,6,la Sagrada Família,Male,1544,817
298,2015,2,Eixample,7,la Dreta de l'Eixample,Male,1376,673
299,2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,1443,675
300,2015,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,1699,941
301,2015,2,Eixample,10,Sant Antoni,Male,1188,726
302,2015,3,Sants-Montjuïc,11,el Poble Sec,Male,1573,968
303,2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,33,19
304,2015,3,Sants-Montjuïc,13,la Marina de Port,Male,691,546
305,2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,372,209
306,2015,3,Sants-Montjuïc,15,Hostafrancs,Male,605,356
307,2015,3,Sants-Montjuïc,16,la Bordeta,Male,488,366
308,2015,3,Sants-Montjuïc,17,Sants - Badal,Male,708,568
309,2015,3,Sants-Montjuïc,18,Sants,Male,1224,918
310,2015,4,Les Corts,19,les Corts,Male,1022,675
311,2015,4,Les Corts,20,la Maternitat i Sant Ramon,Male,626,400
312,2015,4,Les Corts,21,Pedralbes,Male,392,208
313,2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,110,88
314,2015,5,Sarrià-Sant Gervasi,23,Sarrià,Male,579,349
315,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,313,191
316,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,575,366
317,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,1032,586
318,2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,679,408
319,2015,6,Gràcia,28,Vallcarca i els Penitents,Male,312,220
320,2015,6,Gràcia,29,el Coll,Male,177,119
321,2015,6,Gràcia,30,la Salut,Male,268,167
322,2015,6,Gràcia,31,la Vila de Gràcia,Male,1607,782
323,2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,780,464
324,2015,7,Horta-Guinardó,33,el Baix Guinardó,Male,587,367
325,2015,7,Horta-Guinardó,34,Can Baró,Male,205,128
326,2015,7,Horta-Guinardó,35,el Guinardó,Male,805,487
327,2015,7,Horta-Guinardó,36,la Font d'en Fargues,Male,125,91
328,2015,7,Horta-Guinardó,37,el Carmel,Male,564,449
329,2015,7,Horta-Guinardó,38,la Teixonera,Male,205,158
330,2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,135,117
331,2015,7,Horta-Guinardó,40,Montbau,Male,112,61
332,2015,7,Horta-Guinardó,41,la Vall d'Hebron,Male,99,55
333,2015,7,Horta-Guinardó,42,la Clota,Male,20,11
334,2015,7,Horta-Guinardó,43,Horta,Male,481,319
335,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,498,322
336,2015,8,Nou Barris,45,Porta,Male,510,302
337,2015,8,Nou Barris,46,el Turó de la Peira,Male,382,223
338,2015,8,Nou Barris,47,Can Peguera,Male,17,26
339,2015,8,Nou Barris,48,la Guineueta,Male,203,187
340,2015,8,Nou Barris,49,Canyelles,Male,77,72
341,2015,8,Nou Barris,50,les Roquetes,Male,409,287
342,2015,8,Nou Barris,51,Verdun,Male,278,203
343,2015,8,Nou Barris,52,la Prosperitat,Male,497,379
344,2015,8,Nou Barris,53,la Trinitat Nova,Male,189,142
345,2015,8,Nou Barris,54,Torre Baró,Male,70,47
346,2015,8,Nou Barris,55,Ciutat Meridiana,Male,303,286
347,2015,8,Nou Barris,56,Vallbona,Male,37,24
348,2015,9,Sant Andreu,57,la Trinitat Vella,Male,407,296
349,2015,9,Sant Andreu,58,Baró de Viver,Male,61,36
350,2015,9,Sant Andreu,59,el Bon Pastor,Male,310,245
351,2015,9,Sant Andreu,60,Sant Andreu,Male,898,706
352,2015,9,Sant Andreu,61,la Sagrera,Male,548,364
353,2015,9,Sant Andreu,62,el Congrés i els Indians,Male,272,200
354,2015,9,Sant Andreu,63,Navas,Male,470,319
355,2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,935,623
356,2015,10,Sant Martí,65,el Clot,Male,612,405
357,2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,442,271
358,2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,243,128
359,2015,10,Sant Martí,68,el Poblenou,Male,800,477
360,2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,348,241
361,2015,10,Sant Martí,70,el Besòs i el Maresme,Male,921,709
362,2015,10,Sant Martí,71,Provençals del Poblenou,Male,474,301
363,2015,10,Sant Martí,72,Sant Martí de Provençals,Male,496,335
364,2015,10,Sant Martí,73,la Verneda i la Pau,Male,529,437
365,2015,1,Ciutat Vella,1,el Raval,Female,2118,993
